"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2021-06-26","80.1","-1.42","6.03","Trivino, Lou",573131,642152,,"blocked_ball",,,,,14,"Darin Ruf walks.   LaMonte Wade to 2nd.","R","R","R","SF","OAK","B",,,0,2,2021,"1.08","-0.31","1.03","-0.23",,,664774,2,9,"Bot",,,,,669221,,,3.39351010303779,-116.54950837314212,-6.634374678516206,9.347606054152145,20.291360407581102,-34.00826019225331,"3.46","1.59",,,,"81",2436,"6.7",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.76",,,,,,,,76,3,"Curveball",4,4,4,4,4,4,4,4,"Standard","Standard",48,"0","0.017"
"FC","2021-06-26","92.8","-1.44","6.15","Trivino, Lou",573131,642152,,"foul",,,,,9,"Darin Ruf walks.   LaMonte Wade to 2nd.","R","R","R","SF","OAK","S",,,0,1,2021,"0.1","0.85","0.42","2",,,664774,2,9,"Bot",,,,,669221,,,4.569604989277393,-135.07454937107104,-6.773938512726392,0.38114193495150417,25.39813006384002,-20.584999965444375,"3.47","1.59",239,"84.9",51,"93.7",2109,"6.5",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.98",,,,,,,,76,2,"Cutter",4,4,4,4,4,4,4,4,"Standard","Standard",209,"0","-0.047"
"FC","2021-06-26","91.9","-1.34","6.13","Trivino, Lou",573131,642152,,"foul",,,,,9,"Darin Ruf walks.   LaMonte Wade to 2nd.","R","R","R","SF","OAK","S",,,0,0,2021,"-0.03","0.67","0.55","1.58",,,664774,2,9,"Bot",,,,,669221,,,4.869992708433304,-133.66884931275047,-7.212661435411559,-1.2915126071554366,26.05370164675872,-22.86612586818606,"3.47","1.59",202,"70.7",48,"92.7",2236,"6.6",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.92",,,,,,,,76,1,"Cutter",4,4,4,4,4,4,4,4,"Standard","Standard",198,"0","-0.042"
"FC","2021-06-26","92.5","-1.47","6.1","Trivino, Lou",527038,642152,"field_out","hit_into_play",,,,,9,"Wilmer Flores flies out to right fielder Seth Brown.","R","R","R","SF","OAK","X",9,"fly_ball",0,1,2021,"-0.12","0.62","0.39","1.63",,,664774,1,9,"Bot",185.25,119.38,,,669221,,,5.031712857725587,-134.6893033575034,-7.038189258469837,-2.384431202411623,25.8046201472109,-23.386990275709408,"3.47","1.59",235,"77.5",38,"93.3",2081,"6.5",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"54.03",0.06,0.054,"0",1,0,0,3,75,2,"Cutter",4,4,4,4,4,4,4,4,"Standard","Standard",211,"-0.069","-0.258"
"FC","2021-06-26","92.5","-1.38","6.09","Trivino, Lou",527038,642152,,"called_strike",,,,,14,"Wilmer Flores flies out to right fielder Seth Brown.","R","R","R","SF","OAK","S",,,0,0,2021,"0.08","0.63","1.08","2.16",,,664774,1,9,"Bot",,,,,669221,,,6.139262446120029,-134.6364726109529,-5.671840820910877,-0.2751979884962207,27.78714576647523,-23.48755506056414,"3.11","1.49",,,,"93.4",2079,"6.7",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.83",,,,,,,,75,1,"Cutter",4,4,4,4,4,4,4,4,"Standard","Standard",203,"0","-0.049"
"CH","2021-06-26","88.3","-1.51","5.92","Trivino, Lou",573262,642152,"strikeout","swinging_strike",,,,,8,"Mike Yastrzemski strikes out swinging.","R","L","R","SF","OAK","S",2,,3,2,2021,"-1.26","-0.14","-0.25","1.94",,,664774,0,9,"Bot",,,,,669221,,,5.745855253319698,-128.60671869529548,-3.382544581827309,-15.166967142157834,24.326741654970824,-33.30347858025618,"3.3","1.5",,,,"89.3",1431,"6.6",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.87",,,"0",1,0,0,,74,6,"Changeup",4,4,4,4,4,4,4,4,"Infield shift","Standard",268,"-0.076","-0.504"
"CH","2021-06-26","88.3","-1.5","5.97","Trivino, Lou",573262,642152,,"ball",,,,,11,"Mike Yastrzemski strikes out swinging.","R","L","R","SF","OAK","B",,,2,2,2021,"-1.2","-0.03","-1.54","3.45",,,664774,0,9,"Bot",,,,,669221,,,2.417953678348101,-128.65999757141336,-0.04605298273409919,-13.826614695372854,24.535234978868335,-32.72617792695115,"3.29","1.5",,,,"89.4",1465,"6.7",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.77",,,,,,,,74,5,"Changeup",4,4,4,4,4,4,4,4,"Infield shift","Standard",261,"0","0.174"
"FF","2021-06-26","96","-1.46","6.03","Trivino, Lou",573262,642152,,"ball",,,,,11,"Mike Yastrzemski strikes out swinging.","R","L","R","SF","OAK","B",,,1,2,2021,"-0.43","0.87","-0.86","4.3",,,664774,0,9,"Bot",,,,,669221,,,2.58240375053985,-140.00731437443852,-1.0390229378642475,-6.219679103107297,27.78806732221185,-20.634330754541672,"3.34","1.5",,,,"96.9",1810,"6.4",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"54.1",,,,,,,,74,4,"4-Seam Fastball",4,4,4,4,4,4,4,4,"Infield shift","Standard",220,"0","0.062"
"CH","2021-06-26","89.3","-1.51","5.94","Trivino, Lou",573262,642152,,"blocked_ball",,,,,14,"Mike Yastrzemski strikes out swinging.","R","L","R","SF","OAK","B",,,0,2,2021,"-1.26","0.08","0.03","0.3",,,664774,0,9,"Bot",,,,,669221,,,6.4871367395329305,-129.70811474704846,-8.061143286939489,-15.553400510932956,27.642426114508037,-29.70304757847541,"3.34","1.5",,,,"90",1770,"6.8",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.67",,,,,,,,74,3,"Changeup",4,4,4,4,4,4,4,4,"Infield shift","Standard",255,"0","0.031"
"CH","2021-06-26","88.4","-1.42","5.95","Trivino, Lou",573262,642152,,"foul",,,,,9,"Mike Yastrzemski strikes out swinging.","R","L","R","SF","OAK","S",,,0,1,2021,"-1.25","0.06","0.28","1.68",,,664774,0,9,"Bot",,,,,669221,,,6.803380638870065,-128.63044045000268,-4.5278218118420615,-15.255620877726715,24.34411667970825,-30.78731122329663,"3.3","1.5",4,"70.9",-25,"89.3",1637,"6.7",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.83",,,,,,,,74,2,"Changeup",4,4,4,4,4,4,4,4,"Infield shift","Standard",262,"0","-0.088"
"SI","2021-06-26","95.7","-1.52","5.96","Trivino, Lou",573262,642152,,"foul",,,,,5,"Mike Yastrzemski strikes out swinging.","R","L","R","SF","OAK","S",,,0,0,2021,"-1.22","0.71","-0.06","2.41",,,664774,0,9,"Bot",,,,,669221,,,6.64513260715344,-139.1849545820999,-5.38719718442124,-17.282320238406236,30.324209600908997,-21.955697000721106,"3.3","1.5",209,"74.1",47,"96.4",1856,"6.6",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.87",,,,,,,,74,1,"Sinker",4,4,4,4,4,4,4,4,"Infield shift","Standard",220,"0","-0.058"
"SI","2021-06-26","95.8","-1.56","5.97","Trivino, Lou",664774,642152,"single","hit_into_play",,,,,7,"LaMonte Wade singles on a ground ball to left fielder Tony Kemp.","R","L","R","SF","OAK","X",7,"ground_ball",2,0,2021,"-1.23","0.71","-0.51","2.1",,,,0,9,"Bot",78.2,116.83,,,669221,,,5.578881079735071,-139.3907289678141,-6.272273733992234,-17.330197479081633,30.68456854312317,-21.670098428434514,"3.41","1.56",16,"106.2",-6,"96.5",1958,"6.6",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.87",0.357,0.328,"0.9",1,1,0,2,73,3,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",216,"0.074","0.296"
"CH","2021-06-26","86.2","-1.62","6.02","Trivino, Lou",664774,642152,,"ball",,,,,11,"LaMonte Wade singles on a ground ball to left fielder Tony Kemp.","R","L","R","SF","OAK","B",,,1,0,2021,"-1.15","-0.07","-1.47","4.85",,,,0,9,"Bot",,,,,669221,,,2.7043381791804406,-125.33920373201117,3.6878912138712385,-12.581921994515508,28.299958894756124,-33.97088460301422,"3.32","1.56",,,,"86",1445,"6.5",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"54.02",,,,,,,,73,2,"Changeup",4,4,4,4,4,4,4,4,"Standard","Standard",266,"0","0.07"
"SI","2021-06-26","95.9","-1.56","6.03","Trivino, Lou",664774,642152,,"ball",,,,,11,"LaMonte Wade singles on a ground ball to left fielder Tony Kemp.","R","L","R","SF","OAK","B",,,0,0,2021,"-1.5","0.8","-1.6","2.64",,,,0,9,"Bot",,,,,669221,,,3.3142961662290333,-139.57209654246796,-5.149576241555298,-20.25957651633456,34.758288713851485,-20.745476698136244,"3.3","1.56",,,,"96",1929,"6.6",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.94",,,,,,,,73,1,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",219,"0","0.038"
"SI","2021-06-26","96.2","-1.4","6","Trivino, Lou",596103,642152,"field_out","hit_into_play",,,,,5,"Austin Slater grounds out, second baseman Jed Lowrie to first baseman Matt Olson.","R","R","R","SF","OAK","X",4,"ground_ball",0,0,2021,"-1.13","0.65","0.04","2.26",,,621453,2,8,"Bot",148.72,153.44,,,669221,,,6.438715555440745,-139.95255407156014,-5.882356403293437,-16.306471993637413,29.5971980371448,-22.559160939197604,"3.41","1.56",6,"100.4",-19,"97.2",1885,"6.7",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.77",0.166,0.159,"0",1,0,0,2,69,1,"Sinker",4,4,4,4,4,4,4,4,"Standard","Strategic",216,"-0.05","-0.227"
"FF","2021-06-26","96.9","-1.39","5.93","Trivino, Lou",592200,642152,"strikeout","swinging_strike",,,,,9,"Curt Casali strikes out swinging.","R","R","R","SF","OAK","S",2,,0,2,2021,"-0.66","1.18","0.57","1.74",,,621453,1,8,"Bot",,,,,669221,,,6.807556967186213,-140.78764826593408,-8.41439924259131,-10.249415459929862,31.21980341406682,-14.80564332976478,"3.47","1.59",,,,"98",1990,"6.9",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.57",,,"0",1,0,0,,68,4,"4-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard",222,"-0.056","-0.189"
"CU","2021-06-26","77.9","-1.19","6.22","Trivino, Lou",592200,642152,,"foul",,,,,7,"Curt Casali strikes out swinging.","R","R","R","SF","OAK","S",,,0,2,2021,"1.01","-0.77","-0.31","1.63",,,621453,1,8,"Bot",,,,,669221,,,0.05264014501373854,-113.49203771006658,-1.537456198510714,8.650734434027807,21.799611448251323,-38.71891876650549,"3.47","1.59",282,"89.4",26,"78",2383,"6.4",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"54.13",,,,,,,,68,3,"Curveball",4,4,4,4,4,4,4,4,"Standard","Standard",49,"0","0"
"FC","2021-06-26","92.7","-1.46","6.13","Trivino, Lou",592200,642152,,"swinging_strike",,,,,6,"Curt Casali strikes out swinging.","R","R","R","SF","OAK","S",,,0,1,2021,"-0.02","0.66","0.77","2.71",,,621453,1,8,"Bot",,,,,669221,,,5.753008461859972,-134.83348143795064,-4.366015314729274,-1.5212604935123055,29.13460817073584,-23.356587618421752,"3.47","1.59",,,,"92.7",2273,"6.3",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"54.22",,,,,,,,68,2,"Cutter",4,4,4,4,4,4,4,4,"Standard","Standard",206,"0","-0.064"
"FC","2021-06-26","91.7","-1.47","6.13","Trivino, Lou",592200,642152,,"called_strike",,,,,12,"Curt Casali strikes out swinging.","R","R","R","SF","OAK","S",,,0,0,2021,"0.28","0.68","0.99","3.24",,,621453,1,8,"Bot",,,,,669221,,,5.640284601816301,-133.52986800437986,-2.940338942066587,2.195510575692675,28.160688286660296,-23.628081524816935,"3.35","1.59",,,,"92.3",2180,"6.5",633500,642152,669221,621566,476704,656305,462101,643393,657656,664913,"53.96",,,,,,,,68,1,"Cutter",4,4,4,4,4,4,4,4,"Standard","Standard",200,"0","-0.049"
"SI","2021-06-25","96.6","-0.94","6.48","Holmes, Clay",669242,605280,"field_out","hit_into_play",,,,,8,"Tommy Edman grounds out softly, catcher Jacob Stallings to first baseman Erik Gonzalez.","R","L","R","STL","PIT","X",2,"ground_ball",0,2,2021,"-1.24","0.48","0.15","1.85",,,,1,7,"Bot",127.48,196.84,,,607732,,,5.732610196546369,-140.3907976592643,-7.801070090499303,-17.72756337978396,33.5034088747368,-24.20555241355112,"3.3","1.5",1,"56.2",-72,"96.2",2228,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.27",0.18,0.162,"0",1,0,0,1,66,3,"Sinker",4,5,4,5,5,4,4,5,"Infield shift","Standard",217,"-0.035","-0.101"
"SI","2021-06-25","95.8","-0.89","6.58","Holmes, Clay",669242,605280,,"called_strike",,,,,6,"Tommy Edman grounds out softly, catcher Jacob Stallings to first baseman Erik Gonzalez.","R","L","R","STL","PIT","S",,,0,1,2021,"-1.16","0.45","0.59","2.26",,,,1,7,"Bot",,,,,607732,,,6.5219751123759915,-139.34297438410758,-6.829854477084338,-16.569173703258464,29.965098875476436,-24.955187231891646,"3.25","1.47",,,,"95.8",2226,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.26",,,,,,,,66,2,"Sinker",4,5,4,5,5,4,4,5,"Infield shift","Standard",218,"0","-0.035"
"CU","2021-06-25","82.2","-0.84","6.59","Holmes, Clay",669242,605280,,"called_strike",,,,,1,"Tommy Edman grounds out softly, catcher Jacob Stallings to first baseman Erik Gonzalez.","R","L","R","STL","PIT","S",,,0,0,2021,"0.33","-0.78","-0.72","3.3",,,,1,7,"Bot",,,,,607732,,,-0.3466399002640571,-119.81530209316338,0.5285298226825172,3.249542652195339,21.557346527637655,-40.05129334598295,"3.36","1.45",,,,"82.3",2434,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.38",,,,,,,,66,1,"Curveball",4,5,4,5,5,4,4,5,"Infield shift","Standard",37,"0","-0.027"
"SI","2021-06-25","95.7","-0.74","6.61","Holmes, Clay",425877,605280,"field_out","hit_into_play",,,,,5,"Yadier Molina grounds out, third baseman Ke'Bryan Hayes to first baseman Erik Gonzalez.","R","R","R","STL","PIT","X",5,"ground_ball",0,2,2021,"-1.02","0.31","0.05","2.72",,,,0,7,"Bot",89.88,147.5,,,607732,,,4.353497720126256,-139.28029535938992,-5.39046147866227,-14.221203370152736,29.98748231686632,-27.139765173428344,"3.32","1.51",6,"90",-22,"95.7",2153,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.32",0.094,0.085,"0",1,0,0,2,65,3,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",214,"-0.049","-0.152"
"SL","2021-06-25","87.9","-0.71","6.67","Holmes, Clay",425877,605280,,"swinging_strike",,,,,14,"Yadier Molina grounds out, third baseman Ke'Bryan Hayes to first baseman Erik Gonzalez.","R","R","R","STL","PIT","S",,,0,1,2021,"-0.02","-0.3","0.84","2.12",,,,0,7,"Bot",,,,,607732,,,3.781375288807461,-128.04708019002342,-4.291287031907004,-0.9541794809476092,26.265640399189124,-34.82973847249623,"3.32","1.51",,,,"87.5",2468,"6",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.52",,,,,,,,65,2,"Slider",4,5,4,5,5,4,4,5,"Standard","Standard",49,"0","-0.052"
"SI","2021-06-25","95.6","-0.77","6.6","Holmes, Clay",425877,605280,,"foul",,,,,5,"Yadier Molina grounds out, third baseman Ke'Bryan Hayes to first baseman Erik Gonzalez.","R","R","R","STL","PIT","S",,,0,0,2021,"-1.19","0.38","0.03","2.38",,,,0,7,"Bot",,,,,607732,,,4.778182881930895,-139.09762338502037,-6.363614743870592,-16.528149453702298,30.332860173254385,-26.08706109165797,"3.32","1.51",,,,"95.6",2185,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.28",,,,,,,,65,1,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",217,"0","-0.038"
"SI","2021-06-25","96","-0.95","6.46","Holmes, Clay",641933,605280,"strikeout","swinging_strike",,,,,2,"Tyler O'Neill strikes out swinging.","R","R","R","STL","PIT","S",2,,2,2,2021,"-1.3","0.2","-0.26","3.34",,666185,571448,2,6,"Bot",,,,,607732,,,4.7781770647560675,-139.73589194018837,-3.090443077707252,-18.123429991533214,32.69399854957386,-29.05037663442106,"3.32","1.51",,,,"95.7",2138,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.32",,,"0",1,0,0,,61,5,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",221,"-0.077","-0.391"
"SI","2021-06-25","94.8","-0.97","6.43","Holmes, Clay",641933,605280,,"called_strike",,,,,9,"Tyler O'Neill strikes out swinging.","R","R","R","STL","PIT","S",,,2,1,2021,"-1.29","0.15","0.59","1.51",,666185,571448,2,6,"Bot",,,,,607732,,,6.9489289649666945,-137.77512462328139,-7.504909459998411,-18.029483777745387,31.80074256791457,-28.67519971515892,"3.28","1.46",,,,"94.5",2119,"6.3",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.24",,,,,,,,61,4,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",225,"0","-0.133"
"SI","2021-06-25","96.2","-0.82","6.44","Holmes, Clay",641933,605280,,"ball",,,,,12,"Tyler O'Neill strikes out swinging.","R","R","R","STL","PIT","B",,,1,1,2021,"-1.02","0.39","1.14","2.75",,666185,571448,2,6,"Bot",,,,,607732,,,7.487995338057733,-139.82605448126307,-5.04089548172847,-15.0880221285887,32.83374716464416,-26.117555864572836,"3.28","1.49",,,,"95.7",2195,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.36",,,,,,,,61,3,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",219,"0","0.094"
"SL","2021-06-25","87.9","-0.85","6.53","Holmes, Clay",641933,605280,,"ball",,,,,12,"Tyler O'Neill strikes out swinging.","R","R","R","STL","PIT","B",,,0,1,2021,"0.25","-0.07","1.93","2.47",,666185,571448,2,6,"Bot",,,,,607732,,,6.218804427952096,-127.88731244294864,-3.61491585280455,1.512661111744964,24.78938666310177,-32.3895412638702,"3.29","1.51",,,,"87.9",2413,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.36",,,,,,,,61,2,"Slider",4,5,4,5,5,4,4,5,"Standard","Standard",71,"0","0.054"
"SI","2021-06-25","94.8","-0.91","6.45","Holmes, Clay",641933,605280,,"called_strike",,,,,9,"Tyler O'Neill strikes out swinging.","R","R","R","STL","PIT","S",,,0,0,2021,"-1.21","0.38","0.78","1.82",,666185,571448,2,6,"Bot",,,,,607732,,,7.095925187477027,-137.6285447448114,-7.168196989321088,-17.02297702344308,34.31214996000148,-25.75484388492414,"3.32","1.5",,,,"94.1",2095,"6.3",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.22",,,,,,,,61,1,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",218,"0","-0.074"
"SI","2021-06-25","96.2","-0.92","6.47","Holmes, Clay",571448,605280,"walk","ball",,,,,3,"Nolan Arenado walks.   Dylan Carlson to 2nd.","R","R","R","STL","PIT","B",,,3,1,2021,"-1.16","0.36","0.7","3.4",,,666185,2,6,"Bot",,,,,607732,,,6.920567565935419,-139.8824974403584,-3.3554640363950123,-16.785024354161525,32.10259177472519,-26.9361222449488,"3.34","1.65",,,,"96",2169,"6.3",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.25",,,"0.7",1,0,0,,60,5,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",217,"0.035","0.122"
"SI","2021-06-25","94.1","-0.85","6.55","Holmes, Clay",571448,605280,,"ball",,,,,11,"Nolan Arenado walks.   Dylan Carlson to 2nd.","R","R","R","STL","PIT","B",,,2,1,2021,"-1.12","0.32","-0.86","4.31",,,666185,2,6,"Bot",,,,,607732,,,2.463347147591196,-137.02385146145426,-0.7980933604703357,-14.603931427759939,30.68784661441472,-28.17148378062736,"3.47","1.64",,,,"93.9",2043,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.36",,,,,,,,60,4,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",219,"0","0.077"
"SL","2021-06-25","88.7","-0.84","6.5","Holmes, Clay",571448,605280,,"ball",,,,,14,"Nolan Arenado walks.   Dylan Carlson to 2nd.","R","R","R","STL","PIT","B",,,1,1,2021,"0.18","-0.02","1.29","1.61",,,666185,2,6,"Bot",,,,,607732,,,4.810569618749094,-129.13363808900863,-5.892846793268331,1.1144481898584178,24.534104561907796,-31.44484822882133,"3.45","1.65",,,,"88.8",2425,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.37",,,,,,,,60,3,"Slider",4,5,4,5,5,4,4,5,"Standard","Standard",67,"0","0.04"
"SL","2021-06-25","86.2","-0.75","6.58","Holmes, Clay",571448,605280,,"called_strike",,,,,12,"Nolan Arenado walks.   Dylan Carlson to 2nd.","R","R","R","STL","PIT","S",,,1,0,2021,"0.32","-0.32","1","2.79",,,666185,2,6,"Bot",,,,,607732,,,3.4888727380553948,-125.58502979456767,-2.1971397828639274,2.80830053277148,22.956807869388836,-35.358045976267164,"3.33","1.7",,,,"86.3",2334,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.41",,,,,,,,60,2,"Slider",4,5,4,5,5,4,4,5,"Standard","Standard",52,"0","-0.048"
"SI","2021-06-25","94.7","-0.89","6.47","Holmes, Clay",571448,605280,,"ball",,,,,11,"Nolan Arenado walks.   Dylan Carlson to 2nd.","R","R","R","STL","PIT","B",,,0,0,2021,"-1.05","0.05","-0.8","3.93",,,666185,2,6,"Bot",,,,,607732,,,2.565441185686254,-137.95897028706915,-1.0876951476430345,-13.94457271119895,30.43238989972466,-31.47948749762439,"3.43","1.67",,,,"94.4",2055,"6",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.46",,,,,,,,60,1,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",217,"0","0.036"
"SI","2021-06-25","95.9","-0.89","6.51","Holmes, Clay",502671,605280,"strikeout","called_strike",,,,,6,"Paul Goldschmidt called out on strikes.","R","R","R","STL","PIT","S",2,,2,2,2021,"-0.95","0.25","0.63","2.82",,,666185,1,6,"Bot",,,,,607732,,,6.145921252895401,-139.5514520155078,-4.760924347688697,-13.692512308782868,28.169089552060754,-28.061411917457313,"3.38","1.64",,,,"96.2",2141,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.25",,,"0",1,0,0,,59,7,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",220,"-0.05","-0.261"
"SI","2021-06-25","96.2","-0.89","6.43","Holmes, Clay",502671,605280,,"foul",,,,,6,"Paul Goldschmidt called out on strikes.","R","R","R","STL","PIT","S",,,2,2,2021,"-1.25","0.17","0.49","2.24",,,666185,1,6,"Bot",,,,,607732,,,6.465107371469206,-139.88024435220277,-5.902099318698603,-17.901338234793883,31.297621360085444,-28.741634058922553,"3.49","1.6",341,"97.6",31,"96",2132,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.29",,,,,,,,59,6,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",219,"0","0"
"SL","2021-06-25","87.5","-0.87","6.54","Holmes, Clay",502671,605280,,"foul",,,,,14,"Paul Goldschmidt called out on strikes.","R","R","R","STL","PIT","S",,,2,2,2021,"0.27","-0.14","1.03","2.17",,,666185,1,6,"Bot",,,,,607732,,,4.013333571062452,-127.49505669570276,-4.180632024246213,2.2829786196679334,23.10203875697943,-33.13224896931534,"3.49","1.6",221,"72",32,"87.7",2400,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.4",,,,,,,,59,5,"Slider",4,5,4,5,5,4,4,5,"Standard","Standard",47,"0","0"
"SL","2021-06-25","86.9","-0.86","6.61","Holmes, Clay",502671,605280,,"swinging_strike",,,,,6,"Paul Goldschmidt called out on strikes.","R","R","R","STL","PIT","S",,,2,1,2021,"0.25","-0.12","0.4","2.46",,,666185,1,6,"Bot",,,,,607732,,,2.5067608846155536,-126.62067983653591,-3.548981923097524,2.258641339824443,24.432053843878393,-33.016939310930546,"3.49","1.6",,,,"86.8",2456,"6",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.5",,,,,,,,59,4,"Slider",4,5,4,5,5,4,4,5,"Standard","Standard",60,"0","-0.098"
"SI","2021-06-25","96.4","-0.85","6.61","Holmes, Clay",502671,605280,,"ball",,,,,12,"Paul Goldschmidt called out on strikes.","R","R","R","STL","PIT","B",,,1,1,2021,"-1.16","0.39","0.09","4.18",,,666185,1,6,"Bot",,,,,607732,,,5.12548507902138,-140.415730879876,-1.808626675868242,-16.47930634740674,30.941540205484404,-26.750765826332294,"3.44","1.7",,,,"96.4",2235,"6.2",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.35",,,,,,,,59,3,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",217,"0","0.061"
"SI","2021-06-25","95.5","-0.8","6.54","Holmes, Clay",502671,605280,,"ball",,,,,1,"Paul Goldschmidt called out on strikes.","R","R","R","STL","PIT","B",,,0,1,2021,"-1.27","0.26","-0.56","3.6",,,666185,1,6,"Bot",,,,,607732,,,3.4752365520316544,-139.04731754893876,-2.7232418856357716,-17.230684813515506,31.55218418351176,-28.335128048901932,"3.49","1.66",,,,"95.2",2045,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.39",,,,,,,,59,2,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",217,"0","0.045"
"SI","2021-06-25","95.6","-0.93","6.54","Holmes, Clay",502671,605280,,"called_strike",,,,,5,"Paul Goldschmidt called out on strikes.","R","R","R","STL","PIT","S",,,0,0,2021,"-1.25","0.23","-0.26","2.74",,,666185,1,6,"Bot",,,,,607732,,,4.557415106208545,-139.09009995465777,-4.8443643452225755,-17.224064305120677,34.54758265414262,-28.170795333062166,"3.45","1.71",,,,"94.8",2146,"6.1",633498,605280,607732,570481,624428,663647,621028,592325,668804,595943,"54.41",,,,,,,,59,1,"Sinker",4,5,4,5,5,4,4,5,"Standard","Standard",219,"0","-0.049"
