"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-09-18","99.7","-0.91","6.23","Holmes, Clay",649966,605280,"strikeout","swinging_strike",,,,,5,"Luis Urias strikes out swinging.","R","R","R","MIL","NYY","S",2,,2,2,2022,"-1.34","0.01","0.02","2.11",642715,607054,543939,1,9,"Bot",,,,,543309,,,5.68171700629624,-144.98049242171248,-5.9092521732843055,-20.2807907073785,35.796599109395885,-30.726624484389472,"3.23","1.51",,,,"98.9",2033,"6",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.5",,,"0",1,0,0,,89,5,"Sinker",8,12,8,12,12,8,8,12,"Standard","Standard",237,"-0.058","-0.676"
"SI","2022-09-18","100.8","-0.87","6.21","Holmes, Clay",649966,605280,,"blocked_ball",,,,,14,"Luis Urias strikes out swinging.","R","R","R","MIL","NYY","B",,,1,2,2022,"-1.48","0.21","0.66","0.7",642715,607054,543939,1,9,"Bot",,,,,543309,,,7.686347479315685,-146.19813377676238,-10.362057632573741,-23.00427281970882,36.27867980696693,-26.692913061170753,"3.09","1.39",,,,"99.8",2131,"6",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.47",,,,,,,,89,4,"Sinker",8,12,8,12,12,8,8,12,"Standard","Standard",234,"0","0.09"
"SI","2022-09-18","98.9","-0.83","6.31","Holmes, Clay",649966,605280,,"swinging_strike",,,,,7,"Luis Urias strikes out swinging.","R","R","R","MIL","NYY","S",,,1,1,2022,"-1.45","0.38","-0.68","1.67",642715,607054,543939,1,9,"Bot",,,,,543309,,,3.7675583659251055,-143.85185375066607,-8.037396130816985,-20.990952092302443,34.114939266876895,-25.24870325585129,"3.23","1.51",,,,"98.1",2112,"5.9",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.61",,,,,,,,89,3,"Sinker",8,12,8,12,12,8,8,12,"Standard","Standard",230,"0","-0.119"
"SI","2022-09-18","98.8","-1","6.22","Holmes, Clay",649966,605280,,"blocked_ball",,,,,14,"Luis Urias strikes out swinging.","R","R","R","MIL","NYY","B",,,0,1,2022,"-1.34","0.27","0.54","0.24",642715,607054,543939,1,9,"Bot",,,,,543309,,,7.251059464130444,-143.30675234122157,-11.386726926612438,-20.09527060129886,33.31865609660539,-25.904519581162855,"3.22","1.48",,,,"98.2",2011,"6.2",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.33",,,,,,,,89,2,"Sinker",8,12,8,12,12,8,8,12,"Standard","Standard",235,"0","0.013"
"SI","2022-09-18","98.1","-1.02","6.25","Holmes, Clay",649966,605280,,"called_strike",,,,,3,"Luis Urias strikes out swinging.","R","R","R","MIL","NYY","S",,,0,0,2022,"-1.28","0.36","0.72","2.78",642715,607054,543939,1,9,"Bot",,,,,543309,,,7.643159133511984,-142.66893927297133,-4.738596766676925,-19.224965186391177,32.99550300825475,-26.276749346896043,"3.26","1.5",,,,"97.9",2034,"6.2",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.29",,,,,,,,89,1,"Sinker",8,12,8,12,12,8,8,12,"Standard","Standard",235,"0","-0.073"
"SI","2022-09-18","98.9","-0.96","6.22","Holmes, Clay",543939,605280,"walk","ball",,,,,12,"Kolten Wong walks.","R","L","R","MIL","NYY","B",,,3,2,2022,"-1.29","0.08","1.32","2.63",642715,607054,,1,9,"Bot",,,,,543309,,,9.14424092068708,-143.70470269452315,-4.502693078258371,-20.03234034158859,34.05134559294946,-30.203604709525344,"3","1.45",,,,"98.1",2043,"6",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.51",,,"0.7",1,0,0,,88,7,"Sinker",8,12,8,12,12,8,8,12,"Strategic","Standard",237,"0.045","0.31"
"SI","2022-09-18","98.9","-1","6.25","Holmes, Clay",543939,605280,,"foul",,,,,6,"Kolten Wong walks.","R","L","R","MIL","NYY","S",,,3,2,2022,"-1.02","0.22","0.28","2.1",642715,607054,,1,9,"Bot",,,,,543309,,,5.832573228680117,-143.8083792848919,-6.341550737652002,-15.54839672061535,32.85287008071039,-27.809536803723695,"3.06","1.4",2,"54",-45,"98.2",2194,"5.9",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.6",,,,,,,,88,6,"Sinker",8,12,8,12,12,8,8,12,"Strategic","Standard",231,"0","0"
"SL","2022-09-18","90.1","-0.87","6.33","Holmes, Clay",543939,605280,,"foul",,,,,9,"Kolten Wong walks.","R","L","R","MIL","NYY","S",,,3,1,2022,"0.23","-0.49","0.49","1.62",642715,607054,,1,9,"Bot",,,,,543309,,,2.8726383055984495,-131.14290439844802,-4.657550360054486,1.9913850738350185,27.90605339311297,-37.0719441507319,"3.06","1.4",85,"94.7",4,"89.5",2498,"5.9",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.56",,,,,,,,88,5,"Slider",8,12,8,12,12,8,8,12,"Strategic","Standard",27,"0","-0.203"
"SI","2022-09-18","99.6","-1.13","6.19","Holmes, Clay",543939,605280,,"called_strike",,,,,5,"Kolten Wong walks.","R","L","R","MIL","NYY","S",,,3,0,2022,"-1.35","0.05","0.06","2.06",642715,607054,,1,9,"Bot",,,,,543309,,,6.402959378735346,-144.71150560740017,-5.960450052122651,-20.460163162614098,36.847354683038546,-30.11263520885559,"3.03","1.45",,,,"98.5",2172,"6",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.55",,,,,,,,88,4,"Sinker",8,12,8,12,12,8,8,12,"Strategic","Standard",240,"0","-0.08"
"SI","2022-09-18","96.5","0.18","6.03","Peralta, Wandy",642715,593974,"single","hit_into_play",,,,,14,"Willy Adames singles on a line drive to right fielder Oswaldo Cabrera.   Tyrone Taylor to 3rd.    Christian Yelich to 2nd.","R","R","L","MIL","NYY","X",9,"line_drive",1,1,2022,"1.46","0.86","0.32","1.46",,621438,592885,0,9,"Bot",163.35,116.93,,,543309,,,-2.912325394534294,-140.3728072898048,-8.452591184641323,19.883010752668135,33.01531790762744,-19.05503139537709,"3.49","1.7",149,"74",13,"95.5",2268,"5.8",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.65",0.383,0.345,"0.9",1,1,0,4,85,3,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",136,"0.021","1.027"
"FF","2022-09-18","95.9","0.25","6","Peralta, Wandy",642715,593974,,"foul",,,,,8,"Willy Adames singles on a line drive to right fielder Oswaldo Cabrera.   Tyrone Taylor to 3rd.    Christian Yelich to 2nd.","R","R","L","MIL","NYY","S",,,1,0,2022,"1.2","1.25","0.17","2.19",,621438,592885,0,9,"Bot",,,,,543309,,,-2.8700409322128744,-139.51855352273006,-7.222671655140015,16.33705493059982,31.864414120547277,-14.372240231336539,"3.49","1.7",218,"82.6",57,"94.8",2300,"5.7",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.82",,,,,,,,85,2,"4-Seam Fastball",6,12,6,12,12,6,6,12,"Standard","Standard",138,"0","-0.116"
"SI","2022-09-18","99.4","-1.02","6.23","Holmes, Clay",543939,605280,,"ball",,,,,14,"Kolten Wong walks.","R","L","R","MIL","NYY","B",,,2,0,2022,"-1.36","-0.13","1.07","1.68",642715,607054,,1,9,"Bot",,,,,543309,,,8.812574916976653,-144.26198724823072,-6.648304087383032,-21.080951872208047,36.35925912573016,-32.48819322243047,"3","1.42",,,,"98.2",2192,"5.9",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.55",,,,,,,,88,3,"Sinker",8,12,8,12,12,8,8,12,"Strategic","Standard",233,"0","0.12"
"FF","2022-09-18","95.4","0.28","5.86","Peralta, Wandy",642715,593974,,"ball",,,,,13,"Willy Adames singles on a line drive to right fielder Oswaldo Cabrera.   Tyrone Taylor to 3rd.    Christian Yelich to 2nd.","R","R","L","MIL","NYY","B",,,0,0,2022,"1.3","1.16","-0.3","0.79",,621438,592885,0,9,"Bot",,,,,543309,,,-4.436463461459564,-138.52103648394248,-10.220836186859858,17.772637220249877,32.480794914761766,-15.049319380968145,"3.48","1.59",,,,"94.8",2249,"6.2",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.34",,,,,,,,85,1,"4-Seam Fastball",6,12,6,12,12,6,6,12,"Standard","Standard",137,"0","0.084"
"SI","2022-09-18","97.5","-0.96","6.28","Holmes, Clay",543939,605280,,"ball",,,,,9,"Kolten Wong walks.","R","L","R","MIL","NYY","B",,,1,0,2022,"-1.29","-0.2","0.73","1.45",642715,607054,,1,9,"Bot",,,,,543309,,,7.432075387030296,-141.63137182222547,-6.904143656548009,-19.037121300887005,35.0404462683003,-33.34327475258136,"3.06","1.45",,,,"96.4",2141,"6",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.54",,,,,,,,88,2,"Sinker",8,12,8,12,12,8,8,12,"Strategic","Standard",236,"0","0.045"
"SI","2022-09-18","96.3","1.92","5.93","Peralta, Wandy",592885,593974,"single","hit_into_play",,,,,9,"Christian Yelich singles on a ground ball to right fielder Oswaldo Cabrera.   Tyrone Taylor to 2nd.","R","L","L","MIL","NYY","X",9,"ground_ball",1,1,2022,"1.38","0.76","0.74","2.02",,,621438,0,9,"Bot",148.15,102.84,,,543309,,,-6.196238716322608,-139.8979256337102,-6.418578731404032,19.52385266986172,33.5602274238338,-20.935926125325807,"3.32","1.66",9,"94.4",-12,"95.2",2269,"5.9",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.58",0.163,0.149,"0.9",1,1,0,2,84,3,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",138,"0.01","0.697"
"SI","2022-09-18","98.6","-0.92","6.34","Holmes, Clay",543939,605280,,"ball",,,,,14,"Kolten Wong walks.","R","L","R","MIL","NYY","B",,,0,0,2022,"-1.39","0.29","0.44","1.12",642715,607054,,1,9,"Bot",,,,,543309,,,6.8641805716411035,-143.1071181004972,-9.287088478437624,-20.656856739094934,34.889437420209624,-26.17481615944365,"3.09","1.45",,,,"97.6",2106,"6",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.53",,,,,,,,88,1,"Sinker",8,12,8,12,12,8,8,12,"Strategic","Standard",231,"0","0.039"
"SL","2022-09-18","88.4","-0.75","6.58","Holmes, Clay",592669,605280,"field_out","hit_into_play",,,,,3,"Hunter Renfroe flies out to shortstop Isiah Kiner-Falefa.","R","R","R","MIL","NYY","X",6,"fly_ball",0,1,2022,"0.54","-0.14","0.77","2.99",642715,607054,,0,9,"Bot",112.63,139.96,,,543309,,,2.5610527385881507,-128.91200858483145,-2.4484024835965634,5.573272293789381,24.495686325901445,-33.44863259221018,"3.35","1.56",176,"83.3",61,"88.2",2593,"5.8",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.66",0.02,0.02,"0",1,0,0,3,87,2,"Slider",8,12,8,12,12,8,8,12,"Standard","Standard",35,"-0.046","-0.228"
"SI","2022-09-18","95.9","1.84","5.98","Peralta, Wandy",592885,593974,,"foul",,,,,5,"Christian Yelich singles on a ground ball to right fielder Oswaldo Cabrera.   Tyrone Taylor to 2nd.","R","L","L","MIL","NYY","S",,,1,0,2022,"1.39","0.81","-0.25","2.46",,,621438,0,9,"Bot",,,,,543309,,,-8.57371449811742,-139.3286528889479,-5.447739025638295,20.02435406979498,31.138154869765653,-20.615772994603507,"3.32","1.66",2,"55.1",-53,"95",2218,"5.8",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.68",,,,,,,,84,2,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",139,"0","-0.074"
"SI","2022-09-18","95.2","2.02","5.93","Peralta, Wandy",592885,593974,,"ball",,,,,14,"Christian Yelich singles on a ground ball to right fielder Oswaldo Cabrera.   Tyrone Taylor to 2nd.","R","L","L","MIL","NYY","B",,,0,0,2022,"1.44","0.57","2","2.35",,,621438,0,9,"Bot",,,,,543309,,,-3.2387765320654776,-138.55569358388234,-4.965650661366658,19.217639641955092,32.133567232019836,-23.97338081605667,"3.34","1.67",,,,"94.1",2156,"5.7",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.77",,,,,,,,84,1,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",137,"0","0.059"
"SL","2022-09-18","88.4","-0.81","6.53","Holmes, Clay",592669,605280,,"foul",,,,,6,"Hunter Renfroe flies out to shortstop Isiah Kiner-Falefa.","R","R","R","MIL","NYY","S",,,0,0,2022,"0.07","-0.36","0.32","2.34",642715,607054,,0,9,"Bot",,,,,543309,,,2.596663107772477,-128.76547789520617,-3.4482482770537883,0.2758654016657013,24.096195488422598,-35.73711403313113,"3.35","1.56",4,"81.4",-31,"87.9",2476,"5.7",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.81",,,,,,,,87,1,"Slider",8,12,8,12,12,8,8,12,"Strategic","Standard",40,"0","-0.081"
"SL","2022-09-18","84.5","-1.19","6.24","Holmes, Clay",607054,605280,"double","hit_into_play",,,,,5,"Jace Peterson hits a ground-rule double (14) on a line drive to right field.   Tyrone Taylor scores.    Christian Yelich scores.    Willy Adames to 3rd.","R","L","R","MIL","NYY","X",,"line_drive",0,1,2022,"1.12","-0.28","-0.05","2.41",621438,592885,642715,0,9,"Bot",231.21,71.81,,,543309,,,0.4268717106445551,-123.12822424130815,-2.031610272316401,11.285874523021272,24.481352899357898,-34.79492142369727,"3.07","1.39",330,"103.3",19,"83.9",2511,"5.8",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.71",0.466,0.583,"1.25",1,1,1,5,86,2,"Slider",6,12,6,12,12,8,8,12,"Standard","Standard",51,"0.063","1.686"
"CH","2022-09-18","87.3","0.69","5.64","Peralta, Wandy",621438,593974,"single","hit_into_play",,,,,6,"Tyrone Taylor singles on a sharp ground ball to center fielder Aaron Judge.","R","R","L","MIL","NYY","X",8,"ground_ball",1,0,2022,"1.32","0.2","0.77","2.48",,,,0,9,"Bot",127.35,79.45,,,543309,,,-2.5214239388018687,-127.10349661268968,-1.861386969627902,14.877125519898511,26.1107248757658,-29.868501403966697,"3.43","1.62",124,"103.5",8,"86.5",2162,"5.8",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.75",0.683,0.628,"0.9",1,1,0,4,83,2,"Changeup",6,12,6,12,12,6,6,12,"Strategic","Standard",130,"0.004","0.361"
"SI","2022-09-18","95.1","0.3","6.14","Peralta, Wandy",621438,593974,,"ball",,,,,14,"Tyrone Taylor singles on a sharp ground ball to center fielder Aaron Judge.","R","R","L","MIL","NYY","B",,,0,0,2022,"1.38","0.66","1.15","1.65",,,,0,9,"Bot",,,,,543309,,,-0.8264582352126216,-138.4339195466399,-7.546172788439455,17.931003766218762,30.663707334532862,-22.196018451635673,"3.37","1.48",,,,"94",2118,"5.6",661162,593974,543309,519203,650402,518626,643396,543305,592450,665828,"54.88",,,,,,,,83,1,"Sinker",6,12,6,12,12,6,6,12,"Strategic","Standard",131,"0","0.033"
"SI","2022-09-18","96.8","-1.13","6.41","Holmes, Clay",607054,605280,,"foul",,,,,8,"Jace Peterson hits a ground-rule double (14) on a line drive to right field.   Tyrone Taylor scores.    Christian Yelich scores.    Willy Adames to 3rd.","R","L","R","MIL","NYY","S",,,0,0,2022,"-1.32","0.09","0.15","1.75",621438,592885,642715,0,9,"Bot",,,,,543309,,,6.377273253332494,-140.7970139545668,-7.051299644572652,-18.96791583165089,31.366320220956712,-29.564127853955533,"3.07","1.39",2,"100.7",-40,"96.3",2036,"6",661162,605280,543309,519203,650402,518626,643396,543305,592450,665828,"54.54",,,,,,,,86,1,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",235,"0","-0.156"
"SL","2022-09-16","89.8","-0.61","6.5","Holmes, Clay",669003,605280,"single","hit_into_play",,,,,9,"Garrett Mitchell singles on a ground ball to center fielder Aaron Hicks.   Hunter Renfroe scores.    Andrew McCutchen to 3rd.    Victor Caratini to 2nd.","R","L","R","MIL","NYY","X",8,"ground_ball",1,2,2022,"0.09","-0.34","0.67","1.87",592669,457705,605170,2,9,"Bot",139.53,97.75,,,543309,,,2.9732367168272034,-130.77793774278567,-4.765873507343706,0.41512300967729543,27.629050711421606,-35.24228993257431,"3.49","1.61",104,"88.1",7,"89.3",2619,"6",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.54",0.469,0.444,"0.9",1,1,0,4,89,4,"Slider",6,6,6,6,6,7,7,6,"Standard","Standard",40,"0.342","1.712"
"SL","2022-09-16","90.3","-0.74","6.36","Holmes, Clay",669003,605280,,"called_strike",,,,,6,"Garrett Mitchell singles on a ground ball to center fielder Aaron Hicks.   Hunter Renfroe scores.    Andrew McCutchen to 3rd.    Victor Caratini to 2nd.","R","L","R","MIL","NYY","S",,,1,1,2022,"0.09","-0.27","0.35","2.83",592669,457705,605170,2,9,"Bot",,,,,543309,,,2.5074212952673123,-131.5402659929809,-2.2519086095869296,0.5330808629556103,28.60100273816563,-35.01862629854647,"3.51","1.67",,,,"90",2572,"6.1",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.38",,,,,,,,89,3,"Slider",6,6,6,6,6,6,6,6,"Standard","Standard",41,"0","-0.179"
"SL","2022-09-16","89.6","-0.74","6.34","Holmes, Clay",669003,605280,,"swinging_strike",,,,,13,"Garrett Mitchell singles on a ground ball to center fielder Aaron Hicks.   Hunter Renfroe scores.    Andrew McCutchen to 3rd.    Victor Caratini to 2nd.","R","L","R","MIL","NYY","S",,,1,0,2022,"0.1","-0.57","-0.07","1.08",592669,457705,605170,2,9,"Bot",,,,,543309,,,1.4255304854680821,-130.43040437807937,-5.756058204341384,0.8575391476663856,28.242436575202913,-37.69520701467992,"3.49","1.61",,,,"89.1",2624,"6",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.51",,,,,,,,89,2,"Slider",6,6,6,6,6,6,6,6,"Standard","Standard",27,"0","-0.156"
"SI","2022-09-16","99.3","-0.98","6.28","Holmes, Clay",669003,605280,,"ball",,,,,14,"Garrett Mitchell singles on a ground ball to center fielder Aaron Hicks.   Hunter Renfroe scores.    Andrew McCutchen to 3rd.    Victor Caratini to 2nd.","R","L","R","MIL","NYY","B",,,0,0,2022,"-1.28","0.74","0.98","1.19",592669,457705,605170,2,9,"Bot",,,,,543309,,,8.317521330260748,-144.14311648636533,-10.224500805432049,-19.83272736278391,32.91154161174573,-19.573046754613284,"3.56","1.62",,,,"98.9",2391,"6.2",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.35",,,,,,,,89,1,"Sinker",6,6,6,6,6,6,6,6,"Standard","Standard",236,"0","0.121"
"SL","2022-09-16","86.1","-1.04","6.28","Holmes, Clay",605170,605280,"walk","ball",,,,,12,"Victor Caratini walks.","R","L","R","MIL","NYY","B",,,3,1,2022,"1.16","0.02","0.73","3.81",592669,457705,,2,9,"Bot",,,,,543309,,,1.8180142289514762,-125.47241383602892,0.29220971660477657,11.87080030965227,25.42959730972638,-32.2017238869599,"3.26","1.51",,,,"85.4",2653,"5.8",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.71",,,"0.7",1,0,0,,88,5,"Slider",6,6,6,6,6,6,6,6,"Strategic","Standard",52,"0.028","0.222"
"SI","2022-09-16","100.3","-0.74","6.29","Holmes, Clay",605170,605280,,"ball",,,,,14,"Victor Caratini walks.","R","L","R","MIL","NYY","B",,,2,1,2022,"-1.35","0.55","1.22","1.35",592669,457705,,2,9,"Bot",,,,,543309,,,8.560266016928246,-145.59383312396602,-9.529494570735146,-21.18756483357333,34.17984967002431,-22.281408118891175,"3.38","1.57",,,,"99.8",2245,"6.2",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.33",,,,,,,,88,4,"Sinker",6,6,6,6,6,6,6,6,"Strategic","Standard",224,"0","0.003"
"SL","2022-09-16","85.9","-1.03","6.25","Holmes, Clay",605170,605280,,"called_strike",,,,,3,"Victor Caratini walks.","R","L","R","MIL","NYY","S",,,2,0,2022,"1.36","-0.39","0.33","3.07",592669,457705,,2,9,"Bot",,,,,543309,,,0.4536663696292149,-125.23184049529226,-0.5701764879969721,14.344661083155655,23.68310916549534,-36.35870709877772,"3.26","1.49",,,,"85.6",2727,"5.8",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.68",,,,,,,,88,3,"Slider",6,6,6,6,6,6,6,6,"Strategic","Standard",49,"0","-0.068"
"SL","2022-09-16","90.1","-0.68","6.36","Holmes, Clay",605170,605280,,"blocked_ball",,,,,14,"Victor Caratini walks.","R","L","R","MIL","NYY","B",,,1,0,2022,"0.24","-0.32","1.57","0.78",592669,457705,,2,9,"Bot",,,,,543309,,,5.046053063837171,-131.12229008168848,-7.225441898969041,1.7404197483639623,26.498674603078683,-34.608344388190126,"3.26","1.55",,,,"89.8",2567,"6",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.52",,,,,,,,88,2,"Slider",6,6,6,6,6,6,6,6,"Strategic","Standard",34,"0","0.049"
"SI","2022-09-16","100","-0.8","6.28","Holmes, Clay",605170,605280,,"ball",,,,,14,"Victor Caratini walks.","R","L","R","MIL","NYY","B",,,0,0,2022,"-1.42","0.34","0.31","1.12",592669,,457705,2,9,"Bot",,,,,543309,,,6.3594324216746845,-145.17275823219498,-9.54628105734149,-21.53056781279473,36.8002578071483,-25.165331590911478,"3.39","1.57",,,,"99",2265,"6.1",661164,605280,543309,665828,650402,518626,643396,609280,543305,592450,"54.44",,,,,,,,88,1,"Sinker",6,6,6,6,6,6,6,6,"Strategic","Standard",228,"-0.005","0.064"
"SI","2022-09-16","99.1","-0.7","6.32","Holmes, Clay",607054,605280,"strikeout","swinging_strike",,,,,6,"Jace Peterson strikes out swinging.","R","L","R","MIL","NYY","S",2,,1,2,2022,"-1.2","0.21","0.78","1.97",592669,,457705,1,9,"Bot",,,,,543309,,,6.819151927398192,-144.03060128660294,-6.911730461787675,-18.27488871383943,33.76422281047112,-27.80439388310877,"3.09","1.43",,,,"98.6",2160,"6.1",661164,605280,543309,609280,650402,518626,643396,665828,543305,592450,"54.41",,,"0",1,0,0,,87,6,"Sinker",6,6,6,6,6,6,6,6,"Strategic","Strategic",228,"-0.182","-0.486"
"SL","2022-09-16","83.1","-1.36","5.87","Trivino, Lou",457705,642152,"strikeout","called_strike",,,,,7,"Andrew McCutchen called out on strikes.","R","R","R","MIL","NYY","S",2,,2,2,2022,"1.1","0.31","-0.56","1.94",,,,2,7,"Bot",,,,,543309,,,-0.34437630957694515,-121.0533307041901,-3.1748592707332968,10.967356469866761,22.414790289183333,-28.685888079957447,"3.34","1.71",,,,"83.1",2470,"6.1",661164,642152,543309,665828,650402,518626,643396,609280,543305,592450,"54.39",,,"0",1,0,0,,69,6,"Slider",5,5,5,5,5,5,5,5,"Infield shift","Standard",57,"-0.02","-0.083"
"SL","2022-09-16","87.1","-0.98","6.33","Holmes, Clay",607054,605280,,"foul",,,,,5,"Jace Peterson strikes out swinging.","R","L","R","MIL","NYY","S",,,1,2,2022,"1.13","-0.52","0.25","2.49",592669,,457705,1,9,"Bot",,,,,543309,,,0.6231984878309405,-126.80906990229357,-1.9636506966427711,12.021981536746798,27.01014308102395,-37.5399101105615,"3.09","1.43",,,,"86.4",2682,"5.9",661164,605280,543309,609280,650402,518626,643396,665828,543305,592450,"54.62",,,,,,,,87,5,"Slider",6,6,6,6,6,6,6,6,"Strategic","Strategic",45,"0","0"
"CH","2022-09-16","87.4","-1.4","5.8","Trivino, Lou",457705,642152,,"foul",,,,,11,"Andrew McCutchen called out on strikes.","R","R","R","MIL","NYY","S",,,2,2,2022,"-1.14","0.12","-1.12","2.83",,,,2,7,"Bot",,,,,543309,,,3.0046223903791915,-127.19350349253646,-1.200668164487145,-12.931597932738779,27.79751816990366,-30.86464767653387,"3.27","1.51",7,"72",-23,"87.1",1586,"6.3",661164,642152,543309,665828,650402,518626,643396,609280,543305,592450,"54.24",,,,,,,,69,5,"Changeup",5,5,5,5,5,5,5,5,"Infield shift","Standard",262,"0","0"
"SI","2022-09-16","99.5","-0.85","6.3","Holmes, Clay",607054,605280,,"ball",,,,,12,"Jace Peterson strikes out swinging.","R","L","R","MIL","NYY","B",,,0,2,2022,"-1.2","0.39","1.18","2.53",592669,,457705,1,9,"Bot",,,,,543309,,,8.367879098052923,-144.5805164361341,-5.791347467789261,-18.856018837089866,34.68806646877104,-25.557255854401,"3.09","1.44",,,,"98.9",2239,"6.1",661164,605280,543309,609280,650402,518626,643396,665828,543305,592450,"54.4",,,,,,,,87,4,"Sinker",6,6,6,6,6,6,6,6,"Strategic","Strategic",227,"0","0.026"
"SI","2022-09-16","96.6","-1.2","5.81","Trivino, Lou",457705,642152,,"called_strike",,,,,14,"Andrew McCutchen called out on strikes.","R","R","R","MIL","NYY","S",,,2,1,2022,"-1.28","0.58","0.17","1.33",,,,2,7,"Bot",,,,,543309,,,6.569814638825817,-140.42523826044268,-7.722109879481683,-18.384185868438138,31.031202909214485,-22.959209959173776,"3.32","1.59",,,,"96.8",1980,"6.4",661164,642152,543309,665828,650402,518626,643396,609280,543305,592450,"54.11",,,,,,,,69,4,"Sinker",5,5,5,5,5,5,5,5,"Infield shift","Standard",228,"0","-0.031"
"SL","2022-09-16","83","-1.37","5.87","Trivino, Lou",457705,642152,,"ball",,,,,14,"Andrew McCutchen called out on strikes.","R","R","R","MIL","NYY","B",,,1,1,2022,"1.8","0.03","0.99","1.68",,,,2,7,"Bot",,,,,543309,,,1.8750131713977094,-120.81064333060341,-3.1242835485555243,17.092434249259433,25.378686015767094,-31.421388935807563,"3.32","1.65",,,,"82.4",2568,"6",661164,642152,543309,665828,650402,518626,643396,609280,543305,592450,"54.47",,,,,,,,69,3,"Slider",5,5,5,5,5,5,5,5,"Infield shift","Standard",61,"0","0.021"
"SL","2022-09-16","86.8","-0.97","6.28","Holmes, Clay",607054,605280,,"foul",,,,,12,"Jace Peterson strikes out swinging.","R","L","R","MIL","NYY","S",,,0,2,2022,"1.61","-0.33","0.8","3.25",592669,,457705,1,9,"Bot",,,,,543309,,,0.9601311830839465,-126.44771697326767,-0.4105682274385196,17.021017727363073,26.048745933002806,-35.85029233310151,"3.09","1.43",100,"45.9",39,"86.2",2635,"5.9",661164,605280,543309,609280,650402,518626,643396,665828,543305,592450,"54.62",,,,,,,,87,3,"Slider",6,6,6,6,6,6,6,6,"Strategic","Strategic",47,"0","0"
