"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2022-06-20","96.9","-0.72","6.5","Holmes, Clay",650490,605280,"field_out","hit_into_play",,,,,8,"Yandy Diaz grounds out softly to pitcher Clay Holmes.   Isaac Paredes scores.    Francisco Mejia to 3rd.","R","R","R","TB","NYY","X",1,"ground_ball",0,2,2022,"-1.59","0.16","-0.04","1.73",670623,642336,,1,8,"Bot",138.11,178.29,,,624431,,,5.438362003265872,-140.74907361219323,-7.494110507553516,-22.324274245598787,34.676632227111575,-28.361950542901308,"3.51","1.68",1,"78.9",-53,"96.4",2097,"6.3",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.23",0.191,0.172,"0",1,0,0,2,59,4,"Sinker",0,2,0,2,2,1,1,2,"Standard","Strategic",234,"-0.062","-0.078"
"SI","2022-06-20","96.2","0.28","6.25","Peralta, Wandy",623912,593974,,"foul",,,,,2,"Harold Ramirez flies out to right fielder Joey Gallo in foul territory.","R","R","L","TB","NYY","S",,,1,2,2022,"1.47","0.81","-0.17","2.72",,,660644,0,9,"Bot",,,,,624431,,,-4.490754561371002,-139.9541043865448,-5.548027362466422,20.314402134832495,33.227433543490996,-20.456752013015542,"3.16","1.42",255,"80.5",39,"95.3",2172,"5.9",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.61",,,,,,,,69,5,"Sinker",2,4,2,4,4,2,2,4,"Standard","Standard",135,"0","0"
"FF","2022-06-20","95.7","0.34","6.32","Peralta, Wandy",623912,593974,,"foul",,,,,2,"Harold Ramirez flies out to right fielder Joey Gallo in foul territory.","R","R","L","TB","NYY","S",,,1,2,2022,"1.37","1.14","-0.08","3.02",,,660644,0,9,"Bot",,,,,624431,,,-4.154664657903863,-139.1778593733712,-5.556866772809099,18.723546998166686,33.8279588443548,-16.31623032081661,"3.16","1.42",206,"73.6",35,"94.5",2200,"5.8",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.71",,,,,,,,69,4,"4-Seam Fastball",2,4,2,4,4,2,2,4,"Standard","Standard",139,"0","0"
"SL","2022-06-20","86","-0.93","6.39","Holmes, Clay",650490,605280,,"foul",,,,,9,"Yandy Diaz grounds out softly to pitcher Clay Holmes.   Isaac Paredes scores.    Francisco Mejia to 3rd.","R","R","R","TB","NYY","S",,,0,2,2022,"1.61","-0.03","0.59","1.8",670623,642336,,1,8,"Bot",,,,,624431,,,0.3506433341579853,-125.17853458788645,-4.460321712596535,16.61695266198462,29.338441743041418,-31.663114196114282,"3.51","1.68",69,"71.3",6,"85",2577,"6",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.51",,,,,,,,59,3,"Slider",0,2,0,2,2,0,0,2,"Standard","Strategic",50,"0","0"
"CH","2022-06-20","87.5","0.65","5.65","Peralta, Wandy",623912,593974,,"ball",,,,,14,"Harold Ramirez flies out to right fielder Joey Gallo in foul territory.","R","R","L","TB","NYY","B",,,0,2,2022,"1.45","0.33","0.14","0.85",,,660644,0,9,"Bot",,,,,624431,,,-4.185622789563834,-127.31594194546155,-6.052044778864438,16.632374297104587,27.35611126485654,-27.536578004621354,"3.1","1.42",,,,"86.8",2221,"6",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.54",,,,,,,,69,3,"Changeup",2,4,2,4,4,2,2,4,"Standard","Standard",124,"0","0.042"
"SL","2022-06-20","85","-0.98","6.4","Holmes, Clay",650490,605280,,"foul",,,,,14,"Yandy Diaz grounds out softly to pitcher Clay Holmes.   Isaac Paredes scores.    Francisco Mejia to 3rd.","R","R","R","TB","NYY","S",,,0,1,2022,"1.48","-0.13","1.58","2.31",670623,642336,,1,8,"Bot",,,,,624431,,,3.0282209502677953,-123.7448115433055,-2.9180081158648754,14.442250939216315,27.673053134939067,-33.07121195085606,"3.51","1.68",125,"55",56,"84.4",2487,"6.2",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.33",,,,,,,,59,2,"Slider",0,2,0,2,2,0,0,2,"Standard","Standard",43,"0","-0.17"
"SI","2022-06-20","97.4","-0.86","6.45","Holmes, Clay",650490,605280,,"called_strike",,,,,8,"Yandy Diaz grounds out softly to pitcher Clay Holmes.   Isaac Paredes scores.    Francisco Mejia to 3rd.","R","R","R","TB","NYY","S",,,0,0,2022,"-1.68","0.15","0.14","1.87",670623,642336,,1,8,"Bot",,,,,624431,,,6.513955681884848,-141.48677766672554,-7.031332965115997,-24.010540490377924,35.99580806457124,-28.55403883013228,"3.48","1.68",,,,"96.7",2170,"6.2",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.27",,,,,,,,59,1,"Sinker",0,2,0,2,2,0,0,2,"Standard","Standard",227,"0","-0.107"
"SI","2022-06-20","94.7","0.46","6.21","Peralta, Wandy",623912,593974,,"called_strike",,,,,7,"Harold Ramirez flies out to right fielder Joey Gallo in foul territory.","R","R","L","TB","NYY","S",,,0,1,2022,"1.57","0.92","-0.54","1.52",,,660644,0,9,"Bot",,,,,624431,,,-6.07656882015018,-137.50248860449616,-8.520297786719706,21.31360909315809,32.02993630597528,-18.734263802157937,"3.13","1.41",,,,"93.7",2189,"6",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.54",,,,,,,,69,2,"Sinker",2,4,2,4,4,2,2,4,"Standard","Standard",133,"0","-0.08"
"SI","2022-06-20","97.7","-0.86","6.46","Holmes, Clay",642336,605280,"double","hit_into_play",,,,,7,"Francisco Mejia doubles (8) on a ground ball to right fielder Joey Gallo.   Isaac Paredes to 3rd.","R","L","R","TB","NYY","X",9,"ground_ball",2,2,2022,"-1.74","0.46","-0.53","1.95",,,670623,1,8,"Bot",193.08,131.3,,,624431,,,4.880304178875556,-141.9103372845422,-7.592508615354236,-24.530015271898638,36.33797119652972,-24.24803598634261,"3.21","1.47",50,"91.3",1,"96.8",2106,"6.1",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.37",0.309,0.278,"1.25",1,1,1,2,58,5,"Sinker",0,2,0,2,2,0,0,2,"Infield shift","Standard",229,"0.165","0.935"
"CH","2022-06-20","89.5","0.66","5.87","Peralta, Wandy",623912,593974,,"called_strike",,,,,13,"Harold Ramirez flies out to right fielder Joey Gallo in foul territory.","R","R","L","TB","NYY","S",,,0,0,2022,"1.38","0.4","-0.87","1.58",,,660644,0,9,"Bot",,,,,624431,,,-6.640918748054299,-130.1437998511067,-5.354958861632709,17.14564965189238,28.587389249768375,-26.683330150561613,"2.92","1.28",,,,"88.8",2220,"6",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.53",,,,,,,,69,1,"Changeup",2,4,2,4,4,2,2,4,"Standard","Standard",131,"0","-0.066"
"SI","2022-06-20","97.2","-0.94","6.4","Holmes, Clay",642336,605280,,"swinging_strike",,,,,2,"Francisco Mejia doubles (8) on a ground ball to right fielder Joey Gallo.   Isaac Paredes to 3rd.","R","L","R","TB","NYY","S",,,2,1,2022,"-1.58","0.39","-0.12","2.85",,,670623,1,8,"Bot",,,,,624431,,,5.806117135055038,-141.34240325580524,-4.811342699572098,-22.511835986878022,35.10508059091743,-26.05760399893158,"3.21","1.47",,,,"96.6",2264,"6.2",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.33",,,,,,,,58,4,"Sinker",0,2,0,2,2,0,0,2,"Infield shift","Standard",226,"0","-0.086"
"SI","2022-06-20","95.5","0.39","6.08","Peralta, Wandy",660644,593974,"walk","ball",,,,,13,"Vidal Brujan walks.","R","R","L","TB","NYY","B",,,3,0,2022,"1.63","0.9","-1.28","1.5",,,,0,9,"Bot",,,,,624431,,,-7.9784644063580465,-138.65290060024125,-8.335329092425644,22.81983966644667,33.027654260864495,-18.817262245980853,"3.01","1.33",,,,"94.3",2196,"5.9",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.63",,,"0.7",1,0,0,,68,4,"Sinker",2,4,2,4,4,2,2,4,"Standard","Standard",133,"0.09","0.168"
"SI","2022-06-20","95.7","0.44","6.03","Peralta, Wandy",660644,593974,,"ball",,,,,13,"Vidal Brujan walks.","R","R","L","TB","NYY","B",,,2,0,2022,"1.68","0.93","-1.34","1.2",,,,0,9,"Bot",,,,,624431,,,-8.417570745926305,-138.7968212519107,-9.070471465325147,23.562779293283338,33.970472277616594,-18.218519240357896,"3.08","1.42",,,,"94.5",2226,"6",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.52",,,,,,,,68,3,"Sinker",2,4,2,4,4,2,2,4,"Standard","Standard",140,"0","0.134"
"SI","2022-06-20","94.5","-0.92","6.41","Holmes, Clay",642336,605280,,"ball",,,,,14,"Francisco Mejia doubles (8) on a ground ball to right fielder Joey Gallo.   Isaac Paredes to 3rd.","R","L","R","TB","NYY","B",,,1,1,2022,"-1.68","0.48","1.19","1.24",,,670623,1,8,"Bot",,,,,624431,,,9.201350647089907,-137.00187768916678,-8.73103696894121,-23.237457549304477,32.08106485630487,-24.28570737775215,"3.1","1.47",,,,"93.8",2118,"6.2",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.3",,,,,,,,58,3,"Sinker",0,2,0,2,2,0,0,2,"Infield shift","Standard",229,"0","0.073"
"SI","2022-06-20","96.3","-0.98","6.53","Holmes, Clay",642336,605280,,"ball",,,,,11,"Francisco Mejia doubles (8) on a ground ball to right fielder Joey Gallo.   Isaac Paredes to 3rd.","R","L","R","TB","NYY","B",,,0,1,2022,"-1.46","0.56","-2.05","2.81",,,670623,1,8,"Bot",,,,,624431,,,0.460755634842939,-140.1713615595586,-5.5125641215584835,-19.200641591632408,34.19795412792403,-23.717312924260586,"3.15","1.47",,,,"95.6",2109,"6",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.47",,,,,,,,58,2,"Sinker",0,2,0,2,2,0,0,2,"Infield shift","Standard",228,"0","0.031"
"SI","2022-06-20","92.7","0.86","5.92","Peralta, Wandy",660644,593974,,"ball",,,,,13,"Vidal Brujan walks.","R","R","L","TB","NYY","B",,,1,0,2022,"1.59","0.67","-1","1.54",,,,0,9,"Bot",,,,,624431,,,-8.151794211966967,-134.52047332950232,-6.756940810892076,21.088757354083615,31.11232913121951,-22.62542278475928,"3.17","1.49",,,,"91.7",2111,"6",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.51",,,,,,,,68,2,"Sinker",2,4,2,4,4,2,2,4,"Standard","Standard",132,"0","0.063"
"SL","2022-06-20","87.9","-0.99","6.47","Holmes, Clay",642336,605280,,"swinging_strike",,,,,14,"Francisco Mejia doubles (8) on a ground ball to right fielder Joey Gallo.   Isaac Paredes to 3rd.","R","L","R","TB","NYY","S",,,0,0,2022,"0.22","-0.43","0.92","1.69",,,670623,1,8,"Bot",,,,,624431,,,4.154529740521066,-127.94063240350977,-4.586656637412814,1.6336397789002284,25.57208048703215,-36.23319296837427,"3.21","1.47",,,,"87.8",2383,"6.2",661893,605280,624431,519203,650402,518934,503556,543305,592450,608336,"54.34",,,,,,,,58,1,"Slider",0,2,0,2,2,0,0,2,"Infield shift","Standard",60,"0","-0.048"
"SI","2022-06-20","95.5","0.53","6.15","Peralta, Wandy",660644,593974,,"ball",,,,,12,"Vidal Brujan walks.","R","R","L","TB","NYY","B",,,0,0,2022,"1.52","0.8","0.9","3.64",,,,0,9,"Bot",,,,,624431,,,-2.4159899810146546,-139.06986956925027,-2.727862807146001,20.18615157588441,33.33735759284793,-21.457622164003162,"3.04","1.43",,,,"94.5",2129,"5.8",661893,593974,624431,519203,650402,518934,503556,543305,592450,608336,"54.7",,,,,,,,68,1,"Sinker",2,4,2,4,4,2,2,4,"Strategic","Standard",134,"0","0.033"
"SI","2022-06-19","94.4","0.39","5.97","Peralta, Wandy",669289,593974,"field_out","hit_into_play",,,,,11,"Santiago Espinal flies out to left fielder Aaron Hicks.","R","R","L","TOR","NYY","X",7,"fly_ball",1,0,2022,"1.61","0.82","-1.01","2.68",,,,1,7,"Bot",63,125.64,,,543309,,,-7.133998946623228,-137.19285021190012,-4.584679340112905,21.90455435273454,31.819554422309125,-21.010334676298477,"3.43","1.6",240,"86",48,"92.9",2267,"5.6",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.9",0.003,0.003,"0",1,0,0,3,66,2,"Sinker",10,8,10,8,8,10,10,8,"Standard","Standard",126,"-0.007","-0.178"
"SI","2022-06-19","96.8","0.02","6.05","Peralta, Wandy",669289,593974,,"ball",,,,,13,"Santiago Espinal flies out to left fielder Aaron Hicks.","R","R","L","TOR","NYY","B",,,0,0,2022,"1.48","0.92","-0.67","0.57",,,,1,7,"Bot",,,,,543309,,,-5.143672826007501,-140.4274262305488,-10.949071935584982,20.685258056767633,34.17761087983282,-17.612156845958317,"3.43","1.67",,,,"95.3",2279,"5.8",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.74",,,,,,,,66,1,"Sinker",10,8,10,8,8,10,10,8,"Standard","Standard",129,"0","0.023"
"CH","2022-06-19","88.5","0.37","5.67","Peralta, Wandy",606192,593974,"home_run","hit_into_play",,,,,8,"Teoscar Hernandez homers (6) on a fly ball to center field.   Vladimir Guerrero Jr.  scores.    Alejandro Kirk scores.","R","R","L","TOR","NYY","X",,"fly_ball",2,1,2022,"1.5","0.27","0.17","2.11",,665489,672386,1,7,"Bot",142.37,32.6,,,543309,,,-3.5886503397715694,-128.81017303172345,-3.09727200454432,17.433522726857362,29.78018991091287,-28.670861652759246,"3.41","1.57",413,"107.4",26,"87.2",2256,"5.7",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.8",0.963,1.957,"2",1,0,3,6,65,4,"Changeup",7,8,7,8,8,10,10,8,"Standard","Standard",116,"0.45","2.286"
"CH","2022-06-19","89.1","0.42","5.74","Peralta, Wandy",606192,593974,,"ball",,,,,14,"Teoscar Hernandez homers (6) on a fly ball to center field.   Vladimir Guerrero Jr.  scores.    Alejandro Kirk scores.","R","R","L","TOR","NYY","B",,,1,1,2022,"1.57","0.28","1.06","2.18",,665489,672386,1,7,"Bot",,,,,543309,,,-1.7102669812123303,-129.62589032468549,-3.1587557584424717,17.9184331435976,31.841170914353313,-28.56523040661855,"3.41","1.55",,,,"87.7",2278,"5.8",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.71",,,,,,,,65,3,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",122,"0","0.072"
"CH","2022-06-19","88.7","0.45","5.74","Peralta, Wandy",606192,593974,,"ball",,,,,14,"Teoscar Hernandez homers (6) on a fly ball to center field.   Vladimir Guerrero Jr.  scores.    Alejandro Kirk scores.","R","R","L","TOR","NYY","B",,,0,1,2022,"1.8","0.43","1.14","0.94",,665489,672386,1,7,"Bot",,,,,543309,,,-2.059383362550724,-128.85836381157716,-6.379670605985669,20.26875829614503,31.93463677387166,-26.15577693986154,"3.41","1.65",,,,"87.1",2298,"5.8",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.71",,,,,,,,65,2,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",115,"0","0.055"
"SL","2022-06-19","88.3","0.15","5.84","Peralta, Wandy",606192,593974,,"swinging_strike",,,,,7,"Teoscar Hernandez homers (6) on a fly ball to center field.   Vladimir Guerrero Jr.  scores.    Alejandro Kirk scores.","R","R","L","TOR","NYY","S",,,0,0,2022,"-0.08","0.61","-0.79","1.48",,665489,672386,1,7,"Bot",,,,,543309,,,-2.103234329431927,-128.45132467025843,-5.674870964367902,-0.3993302718270776,29.856787567611786,-24.370371582068472,"3.41","1.57",,,,"87.2",2245,"5.9",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.61",,,,,,,,65,1,"Slider",7,8,7,8,8,7,7,8,"Standard","Standard",134,"0","-0.081"
"CH","2022-06-19","88.5","0.49","5.68","Peralta, Wandy",672386,593974,"walk","blocked_ball",,,,,13,"Alejandro Kirk walks.   Vladimir Guerrero Jr.  to 2nd.","R","R","L","TOR","NYY","B",,,3,2,2022,"1.77","0.52","-0.1","0.62",,,665489,1,7,"Bot",,,,,543309,,,-5.067145387910871,-128.6371814628225,-7.259349894728375,20.738843368484154,27.304949028921076,-25.068692705153513,"3.08","1.46",,,,"87.4",2221,"5.7",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.82",,,"0.7",1,0,0,,64,7,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",117,"0.073","0.32"
"CH","2022-06-19","89.7","0.38","5.86","Peralta, Wandy",672386,593974,,"foul",,,,,8,"Alejandro Kirk walks.   Vladimir Guerrero Jr.  to 2nd.","R","R","L","TOR","NYY","S",,,3,2,2022,"1.72","0.41","-0.03","1.93",,,665489,1,7,"Bot",,,,,543309,,,-4.578322640918448,-130.42090160424922,-4.48129221335394,20.582907020180542,29.866190147953354,-26.763910177189057,"3.15","1.48",264,"88.1",47,"88.3",2224,"5.7",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.83",,,,,,,,64,6,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",124,"0","0"
"CH","2022-06-19","88.5","0.53","5.76","Peralta, Wandy",672386,593974,,"swinging_strike",,,,,9,"Alejandro Kirk walks.   Vladimir Guerrero Jr.  to 2nd.","R","R","L","TOR","NYY","S",,,3,1,2022,"1.88","0.21","0.53","1.54",,,665489,1,7,"Bot",,,,,543309,,,-3.8945605935613483,-128.70097143569132,-4.537978285268672,21.594156698562873,30.406992919317712,-29.061546356144365,"3.15","1.48",,,,"87.2",2209,"5.8",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.69",,,,,,,,64,5,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",120,"0","-0.099"
"SI","2022-06-19","95.1","0.02","6.25","Peralta, Wandy",672386,593974,,"ball",,,,,14,"Alejandro Kirk walks.   Vladimir Guerrero Jr.  to 2nd.","R","R","L","TOR","NYY","B",,,2,1,2022,"1.64","1","1.05","1.73",,,665489,1,7,"Bot",,,,,543309,,,-0.9388272434987377,-138.28108843558294,-8.262571736122988,21.03376682752035,34.628098422074856,-17.61608310673239,"3.03","1.39",,,,"93.2",2147,"5.5",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"55",,,,,,,,64,4,"Sinker",7,8,7,8,8,7,7,8,"Standard","Standard",132,"0","0.102"
"CH","2022-06-19","88.7","0.44","5.69","Peralta, Wandy",672386,593974,,"foul",,,,,8,"Alejandro Kirk walks.   Vladimir Guerrero Jr.  to 2nd.","R","R","L","TOR","NYY","S",,,2,0,2022,"1.46","0.38","0.03","1.7",,,665489,1,7,"Bot",,,,,543309,,,-3.9921246795344114,-128.99088041243868,-4.381601315435324,17.07031903313511,29.57516118049462,-27.184075740125458,"3.15","1.48",,,,"87.1",2253,"5.6",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.93",,,,,,,,64,3,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",123,"0","-0.065"
"SL","2022-06-19","88.1","0.58","5.82","Peralta, Wandy",672386,593974,,"ball",,,,,13,"Alejandro Kirk walks.   Vladimir Guerrero Jr.  to 2nd.","R","R","L","TOR","NYY","B",,,1,0,2022,"-0.02","0.4","-0.84","1",,,665489,1,7,"Bot",,,,,543309,,,-3.36535956783506,-128.19906017501953,-6.391177068762372,0.46471086829793107,27.64741206371719,-26.568841355256723,"3.15","1.46",,,,"87.4",2288,"5.9",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.57",,,,,,,,64,2,"Slider",7,8,7,8,8,7,7,8,"Standard","Standard",137,"0","0.08"
"CH","2022-06-19","88.1","0.55","5.6","Peralta, Wandy",672386,593974,,"ball",,,,,9,"Alejandro Kirk walks.   Vladimir Guerrero Jr.  to 2nd.","R","R","L","TOR","NYY","B",,,0,0,2022,"1.53","0.27","0.81","1.38",,,665489,1,7,"Bot",,,,,543309,,,-2.520099942700824,-128.2090500110529,-4.608419603920365,17.30414000201811,29.389784510455105,-28.375236134800257,"3.12","1.41",,,,"87",2209,"5.8",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.69",,,,,,,,64,1,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",119,"0","0.042"
"CH","2022-06-19","88.4","0.55","5.68","Peralta, Wandy",665489,593974,"force_out","hit_into_play",,,,,14,"Vladimir Guerrero Jr.  grounds into a force out, shortstop Marwin Gonzalez to second baseman Gleyber Torres.   Bo Bichette out at 2nd.    Vladimir Guerrero Jr.  to 1st.","R","R","L","TOR","NYY","X",6,"ground_ball",1,1,2022,"1.62","0.41","0.98","2.48",,,666182,0,7,"Bot",111.1,155.4,,,543309,,,-2.2885698376192196,-128.66353059128278,-2.514094903740761,18.35769895795163,30.010835529568798,-27.263720451787954,"3.6","1.63",4,"74.1",-31,"86.9",2267,"5.6",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.89",0.051,0.046,"0",1,0,0,2,63,3,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",120,"-0.071","-0.494"
"CH","2022-06-19","87.2","0.57","5.71","Peralta, Wandy",665489,593974,,"ball",,,,,14,"Vladimir Guerrero Jr.  grounds into a force out, shortstop Marwin Gonzalez to second baseman Gleyber Torres.   Bo Bichette out at 2nd.    Vladimir Guerrero Jr.  to 1st.","R","R","L","TOR","NYY","B",,,0,1,2022,"1.58","0.33","0.2","1.07",,,666182,0,7,"Bot",,,,,543309,,,-4.097006295187341,-126.7863715751217,-5.558214690939267,17.86369610720122,28.421083079839132,-27.66785435184265,"3.66","1.67",,,,"86",2195,"5.8",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.75",,,,,,,,63,2,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",122,"0","0.051"
"SI","2022-06-19","97.3","0.3","6.14","Peralta, Wandy",665489,593974,,"foul",,,,,6,"Vladimir Guerrero Jr.  grounds into a force out, shortstop Marwin Gonzalez to second baseman Gleyber Torres.   Bo Bichette out at 2nd.    Vladimir Guerrero Jr.  to 1st.","R","R","L","TOR","NYY","S",,,0,0,2022,"1.56","0.85","0.45","2.67",,,666182,0,7,"Bot",,,,,543309,,,-3.146831214988038,-141.63210055319985,-5.6544160527729455,21.738664631915416,33.20856661124645,-19.69341185194264,"3.6","1.63",264,"90.3",21,"96.2",2156,"5.7",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.79",,,,,,,,63,1,"Sinker",7,8,7,8,8,7,7,8,"Standard","Standard",132,"0","-0.066"
"CH","2022-06-19","87.5","0.74","5.69","Peralta, Wandy",666182,593974,"single","hit_into_play",,,,,9,"Bo Bichette singles on a soft ground ball to third baseman Josh Donaldson.","R","R","L","TOR","NYY","X",5,"ground_ball",1,0,2022,"1.65","0.48","0.65","1.69",,,,0,7,"Bot",105,180.7,,,543309,,,-3.5837569249177137,-127.24044729840237,-4.407103005738218,18.5518701290457,29.28635895129983,-26.172898642207134,"3.78","1.71",1,"59.6",-57,"86.3",2185,"5.9",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.64",0.243,0.221,"0.9",1,1,0,2,62,2,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",122,"0.077","0.361"
"CH","2022-06-19","86.5","0.68","5.63","Peralta, Wandy",666182,593974,,"ball",,,,,14,"Bo Bichette singles on a soft ground ball to third baseman Josh Donaldson.","R","R","L","TOR","NYY","B",,,0,0,2022,"1.63","0.5","2.01","2.63",,,,0,7,"Bot",,,,,543309,,,-0.13131452488587658,-126.01694116344011,-1.931615080601581,17.306652444437233,27.220664476192397,-26.665004116485925,"3.78","1.69",,,,"85.6",2212,"5.8",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.72",,,,,,,,62,1,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",121,"0","0.033"
"CH","2022-06-19","87.2","0.68","5.77","Peralta, Wandy",543807,593974,"field_out","hit_into_play",,,,,5,"George Springer pops out to first baseman DJ LeMahieu in foul territory.","R","R","L","TOR","NYY","X",3,"popup",1,0,2022,"1.49","0.4","0.23","2.42",,606132,,2,6,"Bot",154.15,194.21,,,543309,,,-4.094430579367246,-126.87883803042031,-2.6034636600593934,16.84766218063316,29.699620114518385,-27.523936643808575,"3.51","1.57",77,"74.5",80,"85.7",2136,"5.7",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"54.82",0.006,0.005,"0",1,0,0,3,58,2,"Changeup",7,8,7,8,8,7,7,8,"Standard","Standard",125,"-0.061","-0.349"
"SI","2022-06-19","95.2","0.49","6.03","Peralta, Wandy",543807,593974,,"ball",,,,,12,"George Springer pops out to first baseman DJ LeMahieu in foul territory.","R","R","L","TOR","NYY","B",,,0,0,2022,"1.65","1","1.13","2.89",,606132,,2,6,"Bot",,,,,543309,,,-1.9826748485032737,-138.38129616956797,-4.661028849278722,21.37738173276098,36.975055677931664,-18.5163515436429,"3.51","1.6",,,,"92.9",2160,"5.4",661741,593974,543309,518934,650402,518626,503556,543305,592450,608336,"55.05",,,,,,,,58,1,"Sinker",7,8,7,8,8,7,7,8,"Standard","Standard",126,"0","0.037"
"SI","2022-06-18","94.8","-0.97","6.3","Holmes, Clay",656305,605280,"field_out","hit_into_play",,,,,11,"Matt Chapman lines out to third baseman DJ LeMahieu.","R","R","R","TOR","NYY","X",5,"line_drive",2,1,2022,"-1.56","-0.07","-0.93","2.8",,,,2,9,"Bot",87.94,151.86,,,624431,,,3.610260130304119,-137.7316438695992,-3.1124064234296207,-20.430820813185196,41.127618285108646,-32.40948928894457,"3.44","1.65",154,"82.6",12,"93.1",2106,"6.2",661748,605280,624431,519203,650402,518934,643396,608336,543305,503556,"54.31",0.623,0.574,"0",1,0,0,4,72,4,"Sinker",0,4,0,4,4,0,0,4,"Standard","Standard",232,"-0.001","-0.114"
"SI","2022-06-18","96.9","-0.9","6.49","Holmes, Clay",656305,605280,,"ball",,,,,11,"Matt Chapman lines out to third baseman DJ LeMahieu.","R","R","R","TOR","NYY","B",,,1,1,2022,"-1.2","0.44","-0.81","4.23",,,,2,9,"Bot",,,,,624431,,,2.9670376187889493,-140.920866521114,-1.3890106398706998,-16.505848846403833,38.642045680411805,-26.227343811058688,"3.45","1.67",,,,"95.7",2103,"6.1",661748,605280,624431,519203,650402,518934,643396,608336,543305,503556,"54.4",,,,,,,,72,3,"Sinker",0,4,0,4,4,0,0,4,"Strategic","Standard",217,"0","0.021"
